case_id,task,task_id,strength,friction,misalignment,lf_success,hf_success,lf_placement,hf_placement,lf_peak_force,hf_peak_force,lf_wall_time,hf_wall_time,force_error,adequate
53,hdd,0,54.74378416936078,0.5290819377927696,0.003602239684129664,1,1,1,1,54.9223057573208,0.0,0.40963449992705137,0.34556110005360097,5.49223057573208,0
54,hdd,0,108.92326200303503,0.5362460373689223,0.00019853726748289379,1,1,1,1,109.22650725127289,0.0,0.4189683999866247,0.36579900002107024,10.922650725127289,0
55,hdd,0,110.20969257204585,0.10273049059935771,0.004031779960744952,1,1,1,1,110.49287130869928,0.0,0.352385500096716,0.3346755000529811,11.049287130869928,0
56,hdd,0,82.56095370239242,0.2517765680781706,0.006338908857649597,1,1,1,1,82.65749713682715,0.0,0.3955997999291867,0.3320712000131607,8.265749713682714,0
57,hdd,0,99.8283142902561,0.39573608145534234,0.007655038838132028,1,1,1,1,100.24583637494996,0.0,0.3547951999353245,0.3271867000730708,10.024583637494995,0
58,hdd,0,89.278464060806,0.4405618752214179,0.005561730745066586,1,1,1,1,89.71198756739396,0.0,0.3381735000293702,0.3352772999787703,8.971198756739396,0
59,hdd,0,64.00254147864806,0.5855860863787387,0.004966703786147815,1,1,1,1,64.16576077772378,0.0,0.43594220001250505,0.33565449994057417,6.416576077772378,0
60,hdd,0,64.70306916970716,0.18424862450737167,0.0007594971103896947,1,1,1,1,65.0393758669869,0.0,0.41283849999308586,0.3485257999273017,6.50393758669869,0
61,hdd,0,54.56135698272307,0.2498653043250744,0.0072090223663155255,1,1,1,1,55.013995401266016,0.0,0.376431200071238,0.3493434999836609,5.501399540126601,0
62,hdd,0,113.87544742370876,0.3704462444411898,0.0026467522770306923,1,1,1,1,113.95237658536202,0.0,0.45139050006400794,0.38931600004434586,11.395237658536201,0
63,hdd,0,28.24584649469238,0.3824807693154212,0.003460240784666515,1,1,1,1,28.720224622721613,0.0,0.4127507000230253,0.33985590003430843,2.8720224622721613,0
64,hdd,0,28.95908068919617,0.5063940704317086,0.006262579084890013,1,1,1,1,29.39798568132872,0.0,0.3736648000776768,0.35190630005672574,2.939798568132872,0
65,hdd,0,49.60691056394742,0.28760144015311806,0.0047766783455776675,1,1,1,1,49.78655726201309,0.0,0.3269297999795526,0.39556770003400743,4.978655726201309,0
66,hdd,0,93.60118844476182,0.3232759114298998,0.005205935870980235,1,1,1,1,93.6848083637683,0.0,0.37081240001134574,0.3259554000105709,9.368480836376829,0
67,hdd,0,30.342724524646343,0.6308316038988613,0.0017561627332653,1,1,1,1,30.839388711573037,0.0,0.38180900004226714,0.45995639998000115,3.0839388711573035,0
68,hdd,0,88.66202123743061,0.12046413593000269,0.00010315140752569279,1,1,1,1,88.9412781797713,0.0,0.3658284000121057,0.3194217999698594,8.89412781797713,0
69,hdd,0,66.77411377546238,0.4123823908225335,0.00033316453515678314,1,1,1,1,66.82041829959142,0.0,0.34211009996943176,0.3511188999982551,6.682041829959142,0
70,hdd,0,97.76857918811903,0.5443107279118179,0.002821339315955732,1,1,1,1,98.26751001221128,0.0,0.40193759999237955,0.45548110001254827,9.826751001221128,0
